date,site,Length (mm),Weight (gm),Sex,Stage,Count
4/17/2013,Hayden Creek,494,,Male,Ripe,1
4/18/2013,Shadow Brook,494,,Male,Ripe,1
4/11/2017,Shadow Brook,494,,Male,Ripe,1
4/11/2017,Shadow Brook,494,,Male,Ripe,1
4/13/2017,Cripple Creek,494,,Male,Ripe,1
4/14/2017,Shadow Brook,494,,Male,Ripe,1
4/17/2017,Shadow Brook,494,,unk,unk,1
4/12/2018,Shadow Brook,494,,Male,Ripe,1
4/12/2018,Shadow Brook,494,,Male,Ripe,1
4/17/2018,Shadow Brook,494,1186,Male,Ripe,1
4/18/2018,Shadow Brook,494,,Male,Ripe,1
4/23/2018,Shadow Brook,494,1117,Male,Ripe,1
4/23/2018,Shadow Brook,494,1179,Male,Ripe,1
4/24/2018,Shadow Brook,494,1098,Male,Ripe,1
4/26/2018,Shadow Brook,494,1169,Male,Ripe,1
4/16/2019,Shadow Brook,494,,Male,Ripe,1
4/18/2019,Shadow Brook,494,,Male,Ripe,1
4/5/2009,Hayden Creek,495,,Male,Ripe,1
4/5/2009,Hayden Creek,495,,Male,Ripe,1
4/15/2013,Shadow Brook,495,,Male,Ripe,1
4/16/2013,Shadow Brook,495,,Female,Hard,1
4/10/2017,Shadow Brook,495,,Male,Ripe,1
4/11/2017,Shadow Brook,495,,Male,Ripe,1
4/12/2017,Shadow Brook,495,,Male,Ripe,1
4/17/2017,Shadow Brook,495,,Male,Ripe,1
4/19/2018,Shadow Brook,495,1068,Male,Ripe,1
4/19/2018,Shadow Brook,495,1018,Male,Ripe,1
4/24/2018,Shadow Brook,495,1070,Male,Ripe,1
4/10/2019,Cripple Creek,495,,Male,Ripe,1
4/5/2009,Shadow Brook,496,,Female,Hard,1
4/12/2009,Hayden Creek,496,,Male,Ripe,1
4/15/2013,Hayden Creek,496,,Male,Ripe,1
4/15/2013,Shadow Brook,496,,Male,Ripe,1
4/15/2013,Shadow Brook,496,,Female,Ripe,1
4/17/2013,Shadow Brook,496,,Female,Ripe,1
4/18/2013,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/12/2017,Hayden Creek,496,,Female,Ripe,1
4/12/2017,Hayden Creek,496,,Male,Ripe,1
4/12/2017,Shadow Brook,496,,Male,Ripe,1
4/13/2017,Cripple Creek,496,,Male,Ripe,1
4/13/2017,Hayden Creek,496,,Male,Ripe,1
4/17/2017,Shadow Brook,496,,unk,unk,1
4/15/2018,Shadow Brook,496,1112,Male,Ripe,1
4/18/2018,Shadow Brook,496,,Male,Ripe,1
4/18/2018,Shadow Brook,496,,Male,Ripe,1
4/23/2018,Hayden Creek,496,,Female,Ripe,1
4/23/2018,Shadow Brook,496,1122.7,Male,Ripe,1
4/23/2018,Shadow Brook,496,1117,Male,Ripe,1
4/16/2019,Shadow Brook,496,,Male,Ripe,1
4/17/2019,Shadow Brook,496,,Male,Ripe,1
4/7/2009,Hayden Creek,497,1247,Male,Hard,1
4/9/2009,Hayden Creek,497,1389,Male,Hard,1
4/18/2009,Shadow Brook,497,,Male,Spent,1
4/15/2013,Shadow Brook,497,,Male,Ripe,1
4/16/2013,Hayden Creek,497,,Male,Ripe,1
4/17/2013,Hayden Creek,497,,Male,Ripe,1
4/18/2013,Shadow Brook,497,,Male,Ripe,1
4/10/2017,Hayden Creek,497,,Male,Ripe,1
4/10/2017,Shadow Brook,497,,Male,Ripe,1
4/11/2017,Shadow Brook,497,,Male,Ripe,1
4/13/2017,Hayden Creek,497,,Male,Ripe,1
4/17/2017,Shadow Brook,497,,Male,Ripe,1
4/12/2018,Shadow Brook,497,,Male,Ripe,1
4/17/2018,Shadow Brook,497,1062,Male,Ripe,1
4/18/2018,Shadow Brook,497,,Male,Ripe,1
4/23/2018,Hayden Creek,497,,Male,Ripe,1
4/11/2019,Shadow Brook,497,,Male,Ripe,1
4/11/2019,Shadow Brook,497,,Male,Ripe,1
4/16/2019,Shadow Brook,497,,Male,Ripe,1
4/18/2019,Shadow Brook,497,,Male,Ripe,1
4/22/2019,Shadow Brook,497,,Male,Ripe,1
4/5/2009,Hayden Creek,498,,Male,Hard,1
4/16/2009,Cripple Creek,498,,Male,Ripe,1
4/17/2013,Hayden Creek,498,,Male,Ripe,1
4/18/2013,Shadow Brook,498,,Female,Ripe,1
4/10/2017,Shadow Brook,498,,Male,Ripe,1
4/12/2017,Hayden Creek,498,,Male,Ripe,1
4/12/2017,Hayden Creek,498,,Male,Ripe,1
4/14/2017,Shadow Brook,498,,Male,Ripe,1
4/11/2018,Shadow Brook,498,,Male,Ripe,1
4/12/2018,Shadow Brook,498,,Male,Ripe,1
4/13/2018,Shadow Brook,498,1082,Male,Ripe,1
4/17/2018,Shadow Brook,498,1122,Male,Ripe,1
4/19/2018,Shadow Brook,498,1248,Male,Ripe,1
4/24/2018,Shadow Brook,498,1170,Male,Ripe,1
4/26/2018,Shadow Brook,498,1026,Male,Ripe,1
4/8/2019,Hayden Creek,498,,Male,Ripe,1
4/13/2019,Shadow Brook,498,,Male,Ripe,1
4/5/2009,Hayden Creek,499,,Male,Ripe,1
4/5/2009,Hayden Creek,499,,Female,Ripe,1
4/5/2009,Hayden Creek,499,,Male,Ripe,1
4/7/2009,Hayden Creek,499,1332,Male,Ripe,1
4/10/2009,Hayden Creek,499,,Male,Ripe,1
4/14/2009,Hayden Creek,499,,Male,Ripe,1
4/17/2009,Shadow Brook,499,,Male,Ripe,1
4/16/2013,Shadow Brook,499,,Male,Ripe,1
4/17/2013,Hayden Creek,499,,Male,Ripe,1
4/18/2013,Shadow Brook,499,,Male,Ripe,1
4/10/2017,Shadow Brook,499,,Male,Ripe,1
4/10/2017,Shadow Brook,499,,Male,Ripe,1
4/12/2017,Hayden Creek,499,,Male,Ripe,1
4/12/2017,Hayden Creek,499,,Male,Ripe,1
4/14/2017,Shadow Brook,499,,Female,Ripe,1
4/11/2018,Shadow Brook,499,,Male,Ripe,1
4/15/2018,Shadow Brook,499,1144,Male,Ripe,1
4/13/2019,Shadow Brook,499,,Male,Ripe,1
4/13/2019,Shadow Brook,499,,Male,Ripe,1
4/17/2019,Shadow Brook,499,,Male,Ripe,1
4/18/2019,Shadow Brook,499,,Male,Ripe,1
4/9/2009,Hayden Creek,500,1304,Male,Ripe,1
4/16/2009,Cripple Creek,500,,Male,Ripe,1
4/16/2009,Cripple Creek,500,,Male,Ripe,1
4/17/2009,Cripple Creek,500,,Male,Ripe,1
4/10/2018,Shadow Brook,500,,Male,Ripe,1
4/19/2018,Shadow Brook,500,1116,Male,Ripe,1
4/10/2019,Shadow Brook,500,,Male,Ripe,1
4/22/2019,Cripple Creek,500,,Male,Ripe,1
4/18/2019,Shadow Brook,500,,Male,Ripe,1
4/5/2009,Cripple Creek,501,,Female,Ripe,1
4/5/2009,Hayden Creek,501,,Male,Ripe,1
4/12/2009,Shadow Brook,501,,Male,Ripe,1
4/16/2009,Cripple Creek,501,,Male,Ripe,1
4/16/2009,Shadow Brook,501,,Male,Ripe ,1
4/15/2013,Shadow Brook,501,,Male,Ripe,1
4/16/2013,Shadow Brook,501,,Male,Ripe,1
4/17/2013,Hayden Creek,501,,Male,Ripe,1
4/17/2013,Shadow Brook,501,,Male,Ripe,1
4/21/2013,Shadow Brook,501,,Male,Ripe,1
4/10/2017,Hayden Creek,501,,Male,Ripe,1
4/10/2017,Shadow Brook,501,,Male,Ripe,1
4/11/2017,Shadow Brook,501,,Male,Ripe,1
4/12/2017,Hayden Creek,501,,Male,Ripe,1
4/12/2018,Shadow Brook,501,,Male,Ripe,1
4/12/2018,Shadow Brook,501,,Male,Ripe,1
4/18/2018,Shadow Brook,501,,Male,Ripe,1
4/19/2018,Shadow Brook,501,1144,Male,Ripe,1
4/23/2018,Shadow Brook,501,1173,Male,Ripe,1
4/26/2018,Shadow Brook,501,1272,Male,Ripe,1
4/26/2018,Shadow Brook,501,1560,Male,Ripe,1
4/18/2019,Cripple Creek,501,,Male,Ripe,1
4/16/2019,Shadow Brook,501,,Male,Ripe,1
4/17/2019,Shadow Brook,501,,Male,Ripe,1
4/18/2019,Shadow Brook,501,,Male,Ripe,1
4/10/2009,Hayden Creek,502,,Male,Ripe,1
4/12/2009,Hayden Creek,502,,Male,Ripe,1
4/16/2009,Cripple Creek,502,,Male,Ripe,1
4/18/2009,Shadow Brook,502,,Male,Ripe,1
4/15/2013,Shadow Brook,502,,Male,Ripe,1
4/15/2013,Shadow Brook,502,,Male,Hard,1
4/16/2013,Shadow Brook,502,,Male,Ripe,1
4/18/2013,Shadow Brook,502,,Male,Ripe,1
4/10/2017,Shadow Brook,502,,Male,Ripe,1
4/12/2017,Hayden Creek,502,,Male,Ripe,1
4/12/2017,Shadow Brook,502,,Male,Ripe,1
4/11/2018,Shadow Brook,502,,Male,Ripe,1
4/24/2018,Shadow Brook,502,1398,Male,Ripe,1
4/5/2009,Hayden Creek,503,,Male,Ripe,1
4/16/2009,Cripple Creek,503,,Male,Spent,1
4/17/2009,Shadow Brook,503,,Male,Hard,1
4/15/2013,Shadow Brook,503,,Male,Ripe,1
4/16/2013,Hayden Creek,503,,Male,Hard,1
4/17/2013,Hayden Creek,503,,Male,Ripe,1
4/18/2013,Shadow Brook,503,,Male,Ripe,1
4/10/2017,Hayden Creek,503,,Male,Ripe,1
4/10/2017,Shadow Brook,503,,Male,Ripe,1
4/10/2017,Shadow Brook,503,,Male,Ripe,1
4/11/2017,Shadow Brook,503,,Male,Ripe,1
4/11/2017,Shadow Brook,503,,Male,Ripe,1
4/12/2017,Hayden Creek,503,,Male,Ripe,1
4/20/2017,Cripple Creek,503,,Male,Ripe,1
4/10/2018,Shadow Brook,503,,Male,Ripe,1
4/15/2018,Shadow Brook,503,1262,Male,Ripe,1
4/18/2018,Shadow Brook,503,,Male,Ripe,1
4/23/2018,Hayden Creek,503,,Male,Ripe,1
4/26/2018,Shadow Brook,503,1137,Male,Ripe,1
4/18/2019,Cripple Creek,503,,Male,Ripe,1
4/12/2009,Hayden Creek,504,,Male,Ripe,1
4/15/2013,Shadow Brook,504,,Male,Ripe,1
4/17/2013,Hayden Creek,504,,Male,Ripe,1
4/17/2013,Hayden Creek,504,,Male,Ripe,1
4/17/2013,Shadow Brook,504,,Male,Ripe,1
4/17/2013,Shadow Brook,504,,Male,Ripe,1
4/18/2013,Shadow Brook,504,,Male,Ripe,1
4/10/2017,Hayden Creek,504,,Male,Ripe,1
4/10/2017,Hayden Creek,504,,Male,Ripe,1
4/10/2017,Shadow Brook,504,,Male,Ripe,1
4/10/2017,Shadow Brook,504,,Male,Ripe,1
4/10/2017,Shadow Brook,504,,Male,Ripe,1
4/13/2017,Cripple Creek,504,,Male,Ripe,1
4/13/2017,Hayden Creek,504,,Male,Ripe,1
4/14/2017,Cripple Creek,504,,Male,Ripe,1
4/15/2018,Hayden Creek,504,,Male,Ripe,1
4/19/2018,Shadow Brook,504,1216,Male,Ripe,1
4/19/2018,Shadow Brook,504,1024,Male,Ripe,1
4/23/2018,Shadow Brook,504,1204,Male,Ripe,1
4/23/2018,Shadow Brook,504,1052,Male,Ripe,1
4/24/2018,Shadow Brook,504,1260,Male,Ripe,1
4/11/2019,Shadow Brook,504,,Male,Ripe,1
4/16/2019,Shadow Brook,504,,Male,Ripe,1
4/17/2019,Shadow Brook,504,,Male,Ripe,1
4/9/2009,Hayden Creek,505,1389,Male,Ripe,1
4/12/2009,Leatherstocking Creek,505,,Female,Ripe,1
4/12/2009,Shadow Brook,505,,Male,Spent,1
4/12/2009,Shadow Brook,505,,Male,Ripe,1
4/16/2009,Cripple Creek,505,,Male,Ripe,1
4/18/2009,Shadow Brook,505,,Male,Ripe,1
4/17/2013,Hayden Creek,505,,Female,Ripe,1
4/18/2013,Shadow Brook,505,,Male,Ripe,1
4/15/2018,Hayden Creek,505,,Male,Ripe,1
4/13/2019,Cripple Creek,505,,Male,Ripe,1
4/7/2009,Hayden Creek,506,1332,Male,Ripe,1
4/9/2009,Hayden Creek,506,1361,Male,Ripe,1
4/9/2009,Hayden Creek,506,1332,Female,Ripe,1
4/12/2009,Hayden Creek,506,,Male,Ripe,1
4/15/2013,Hayden Creek,506,,Male,Ripe,1
4/15/2013,Shadow Brook,506,,Male,Ripe,1
4/16/2013,Hayden Creek,506,,Male,Ripe,1
4/16/2013,Hayden Creek,506,,Male,Ripe,1
4/18/2013,Shadow Brook,506,,Male,Ripe,1
4/21/2013,Shadow Brook,506,,Male,Ripe,1
4/12/2017,Hayden Creek,506,,Male,Ripe,1
4/12/2017,Hayden Creek,506,,Male,Ripe,1
4/12/2017,Shadow Brook,506,,Male,Ripe,1
4/13/2017,Cripple Creek,506,,Male,Ripe,1
4/14/2017,Shadow Brook,506,,Male,Ripe,1
4/14/2017,Shadow Brook,506,,Male,Ripe,1
4/10/2018,Shadow Brook,506,,Male,Ripe,1
4/18/2018,Shadow Brook,506,,Male,Ripe,1
4/18/2018,Shadow Brook,506,,Male,Ripe,1
4/23/2018,Shadow Brook,506,1153.7,Male,Ripe,1
4/23/2018,Shadow Brook,506,1141,Male,Ripe,1
4/24/2018,Shadow Brook,506,1076,Male,Ripe,1
4/24/2018,Shadow Brook,506,1141,Female,Ripe,1
4/26/2018,Shadow Brook,506,1266,Male,Ripe,1
4/17/2019,Shadow Brook,506,,Male,Ripe,1
4/18/2019,Shadow Brook,506,,Male,Ripe,1
4/12/2009,Hayden Creek,507,,Male,Ripe,1
4/15/2013,Shadow Brook,507,,Male,Ripe,1
4/15/2013,Shadow Brook,507,,Male,Ripe,1
4/16/2013,Shadow Brook,507,,Male,Ripe,1
4/18/2013,Shadow Brook,507,,Male,Ripe,1
4/11/2017,Shadow Brook,507,,Male,Ripe,1
4/12/2017,Hayden Creek,507,,Male,Ripe,1
4/12/2017,Hayden Creek,507,,Male,Ripe,1
4/14/2017,Shadow Brook,507,,Male,Ripe,1
4/10/2018,Shadow Brook,507,,Male,Ripe,1
4/12/2018,Shadow Brook,507,,Male,Ripe,1
4/18/2018,Shadow Brook,507,,Male,Ripe,1
4/9/2009,Hayden Creek,508,1247,Male,Ripe,1
4/16/2009,Cripple Creek,508,,Male,Ripe,1
4/16/2013,Hayden Creek,508,,Male,Ripe,1
4/17/2013,Hayden Creek,508,,Male,Ripe,1
4/17/2013,Hayden Creek,508,,Male,Ripe,1
4/10/2017,Shadow Brook,508,,Male,Ripe,1
4/12/2017,Hayden Creek,508,,Male,Ripe,1
4/14/2017,Hayden Creek,508,,Male,Ripe,1
4/14/2017,Shadow Brook,508,,Male,Ripe,1
4/8/2019,Shadow Brook,508,,Male,Ripe,1
4/16/2019,Cripple Creek,508,,Male,Ripe,1
4/16/2019,Shadow Brook,508,,Male,Ripe,1
4/17/2019,Shadow Brook,508,,Male,Ripe,1
4/17/2019,Shadow Brook,508,,Male,Ripe,1
4/18/2019,Shadow Brook,508,,Female,Ripe,1
4/9/2009,Hayden Creek,509,1332,Male,Ripe,1
4/12/2009,Hayden Creek,509,,Male,Ripe,1
4/12/2009,Shadow Brook,509,,Female,Ripe,1
4/14/2009,Hayden Creek,509,,Male,Ripe,1
4/16/2009,Cripple Creek,509,,Male,Ripe,1
4/16/2009,Cripple Creek,509,,Male,Ripe,1
4/18/2009,Leatherstocking Creek,509,,Male,Ripe,1
4/15/2013,Shadow Brook,509,,Male,Ripe,1
4/18/2013,Shadow Brook,509,,Male,Ripe,1
4/10/2017,Shadow Brook,509,,Male,Ripe,1
4/10/2017,Shadow Brook,509,,Male,Ripe,1
4/12/2017,Hayden Creek,509,,Male,Ripe,1
4/12/2017,Shadow Brook,509,,Male,Ripe,1
4/13/2017,Hayden Creek,509,,Male,Ripe,1
4/14/2017,Cripple Creek,509,,Male,Ripe,1
4/12/2018,Shadow Brook,509,,Male,Ripe,1
4/13/2018,Shadow Brook,509,1230,Male,Ripe,1
4/17/2018,Shadow Brook,509,1302,Male,Ripe,1
4/19/2018,Shadow Brook,509,1388,Male,Ripe,1
4/17/2019,Shadow Brook,509,,Male,Ripe,1
4/7/2009,Hayden Creek,510,1332,Male,Ripe,1
4/7/2009,Hayden Creek,510,1503,Female,Ripe,1
4/17/2009,Cripple Creek,510,,Male,Ripe,1
4/16/2013,Hayden Creek,510,,Male,Ripe,1
4/18/2018,Shadow Brook,510,,Male,Ripe,1
4/24/2018,Shadow Brook,510,1096,Male,Ripe,1
4/26/2018,Shadow Brook,510,1268,Male,Ripe,1
4/26/2018,Shadow Brook,510,1232,Male,Ripe,1
4/5/2009,Hayden Creek,511,,Male,Ripe,1
4/7/2009,Shadow Brook,511,1446,Male,Ripe,1
4/10/2009,Hayden Creek,511,,Male,Ripe,1
4/18/2009,Shadow Brook,511,,Male,Spent,1
4/15/2013,Shadow Brook,511,,Female,Hard,1
4/18/2013,Shadow Brook,511,,Male,Ripe,1
4/10/2017,Shadow Brook,511,,Male,Ripe,1
4/11/2017,Shadow Brook,511,,Male,Ripe,1
4/12/2017,Hayden Creek,511,,Male,Ripe,1
4/12/2017,Hayden Creek,511,,Male,Ripe,1
4/12/2017,Shadow Brook,511,,Male,Ripe,1
4/14/2017,Shadow Brook,511,,Female,Ripe,1
4/19/2018,Shadow Brook,511,1220,Male,Ripe,1
4/23/2018,Shadow Brook,511,1117,Male,Ripe,1
4/26/2018,Shadow Brook,511,1245,Male,Ripe,1
4/17/2019,Shadow Brook,511,,Male,Ripe,1
4/17/2019,Shadow Brook,511,,Male,Ripe,1
4/18/2019,Shadow Brook,511,,Male,Ripe,1
4/5/2009,Hayden Creek,512,,Female,Ripe,1
4/5/2009,Shadow Brook,512,,Male,Ripe,1
4/10/2009,Hayden Creek,512,,Male,Ripe,1
4/16/2013,Hayden Creek,512,,Male,Ripe,1
4/16/2013,Hayden Creek,512,,Female,Hard,1
4/16/2013,Shadow Brook,512,,Female,Spent,1
4/16/2013,Shadow Brook,512,,Male,Ripe,1
4/10/2017,Shadow Brook,512,,Male,Ripe,1
4/10/2017,Shadow Brook,512,,Male,Ripe,1
4/10/2017,Shadow Brook,512,,Male,Ripe,1
4/11/2017,Shadow Brook,512,,Male,Ripe,1
4/12/2017,Hayden Creek,512,,Male,Ripe,1
4/18/2018,Shadow Brook,512,,Male,Ripe,1
4/13/2019,Shadow Brook,512,,Male,Ripe,1
4/13/2019,Shadow Brook,512,,Male,Ripe,1
4/7/2009,Hayden Creek,513,1361,Male,Hard,1
4/16/2009,Cripple Creek,513,,Male,Ripe,1
4/16/2009,Cripple Creek,513,,Male,Spent,1
4/17/2009,Cripple Creek,513,,Male,Ripe,1
4/15/2013,Shadow Brook,513,,Male,Ripe,1
4/16/2013,Hayden Creek,513,,Male,Ripe,1
4/22/2013,Shadow Brook,513,,Male,Ripe,1
4/10/2017,Shadow Brook,513,,Male,Ripe,1
4/11/2017,Shadow Brook,513,,Male,Ripe,1
4/17/2017,Shadow Brook,513,,Male,Ripe,1
4/18/2017,Shadow Brook,513,,Male,Ripe,1
4/10/2018,Shadow Brook,513,,Male,Ripe,1
4/11/2018,Shadow Brook,513,,Male,Ripe,1
4/12/2018,Shadow Brook,513,,Male,Ripe,1
4/17/2018,Hayden Creek,513,1164,Male,Ripe,1
4/10/2019,Shadow Brook,513,,Male,Ripe,1
4/10/2019,Shadow Brook,513,,Female,Hard,1
4/16/2019,Shadow Brook,513,,Male,Ripe,1
4/18/2019,Shadow Brook,513,,Female,Ripe,1
4/24/2019,Shadow Brook,513,,Male,Ripe,1
4/15/2013,Hayden Creek,514,,Male,Ripe,1
4/17/2013,Shadow Brook,514,,Male,Ripe,1
4/17/2013,Shadow Brook,514,,Male,Ripe,1
4/10/2017,Shadow Brook,514,,Male,Ripe,1
4/10/2017,Shadow Brook,514,,Male,Ripe,1
4/11/2017,Shadow Brook,514,,Male,Ripe,1
4/11/2017,Shadow Brook,514,,Male,Ripe,1
4/14/2017,Shadow Brook,514,,Male,Ripe,1
4/15/2018,Shadow Brook,514,1374,Male,Ripe,1
4/18/2018,Shadow Brook,514,,Male,Ripe,1
4/19/2018,Shadow Brook,514,1480,Male,Ripe,1
4/24/2018,Shadow Brook,514,1233,Male,Ripe,1
4/26/2018,Shadow Brook,514,1282,Male,Ripe,1
4/22/2019,Cripple Creek,514,,Male,Ripe,1
4/16/2019,Shadow Brook,514,,Male,Ripe,1
4/18/2019,Shadow Brook,514,,Male,Ripe,1
4/7/2009,Shadow Brook,515,2013,Male,Ripe,1
4/9/2009,Hayden Creek,515,1701,Male,Ripe,1
4/10/2009,Hayden Creek,515,,Male,Ripe,1
4/17/2013,Hayden Creek,515,,Male,Ripe,1
4/17/2013,Shadow Brook,515,,Male,Ripe,1
4/12/2017,Shadow Brook,515,,Male,Ripe,1
4/19/2018,Shadow Brook,515,1452,Male,Ripe,1
4/11/2019,Shadow Brook,515,,Male,Ripe,1
4/16/2019,Shadow Brook,515,,Male,Ripe,1
4/16/2019,Shadow Brook,515,,Male,Ripe,1
4/12/2009,Hayden Creek,516,,Male,Ripe,1
4/12/2009,Shadow Brook,516,,Male,Ripe,1
4/17/2013,Hayden Creek,516,,Male,Ripe,1
4/10/2017,Shadow Brook,516,,Male,Ripe,1
4/11/2017,Shadow Brook,516,,Female,Ripe,1
4/14/2017,Hayden Creek,516,,Male,Ripe,1
4/14/2017,Shadow Brook,516,,Male,Ripe,1
4/23/2018,Hayden Creek,516,,Female,Ripe,1
4/16/2019,Cripple Creek,516,,Male,Ripe,1
4/13/2019,Shadow Brook,516,,Female,Ripe,1
4/13/2019,Shadow Brook,516,,Male,Ripe,1
4/16/2019,Shadow Brook,516,,Female,S,1
4/15/2013,Shadow Brook,517,,Male,Ripe,1
4/10/2017,Shadow Brook,517,,Male,Ripe,1
4/10/2017,Shadow Brook,517,,Male,Ripe,1
4/13/2017,Cripple Creek,517,,Male,Ripe,1
4/10/2018,Shadow Brook,517,,Male,Ripe,1
4/11/2018,Shadow Brook,517,,Male,Ripe,1
4/12/2018,Shadow Brook,517,,Male,Ripe,1
4/15/2018,Hayden Creek,517,,Male,Ripe,1
4/19/2018,Shadow Brook,517,1244,Male,Ripe,1
4/23/2018,Shadow Brook,517,1241,Male,Ripe,1
4/8/2019,Shadow Brook,517,,Male,Ripe,1
4/16/2019,Shadow Brook,517,,Male,Ripe,1
4/18/2019,Shadow Brook,517,,Female,Ripe,1
4/22/2019,Shadow Brook,517,,Male,Ripe,1
4/5/2009,Hayden Creek,518,,Male,Ripe,1
4/10/2009,Hayden Creek,518,,Male,Ripe,1
4/17/2013,Hayden Creek,518,,Male,Ripe,1
4/22/2013,Shadow Brook,518,,Male,Ripe,1
4/12/2017,Hayden Creek,518,,Male,Ripe,1
4/13/2017,Cripple Creek,518,,Male,Ripe,1
4/17/2017,Cripple Creek,518,,Male,Ripe,1
4/11/2018,Shadow Brook,518,,Male,Ripe,1
4/26/2018,Shadow Brook,518,1518,Female,Ripe,1
4/10/2019,Shadow Brook,518,,Male,Ripe,1
4/16/2019,Shadow Brook,518,,Male,Ripe,1
4/17/2019,Shadow Brook,518,,Male,Ripe,1
4/18/2019,Shadow Brook,518,,Male,Ripe,1
4/24/2019,Shadow Brook,518,,Male,Ripe,1
4/5/2009,Hayden Creek,519,,Male,Ripe,1
4/7/2009,Hayden Creek,519,1503,Male,Ripe,1
4/15/2013,Shadow Brook,519,,Male,Ripe,1
4/16/2013,Hayden Creek,519,,Male,Ripe,1
4/16/2013,Hayden Creek,519,,Female,Ripe,1
4/18/2013,Shadow Brook,519,,Male,Ripe,1
4/21/2013,Shadow Brook,519,,Male,Ripe,1
4/10/2017,Shadow Brook,519,,Male,Ripe,1
4/11/2017,Shadow Brook,519,,Male,Ripe,1
4/17/2017,Cripple Creek,519,,unk,unk,1
4/19/2018,Shadow Brook,519,1240,Male,Ripe,1
4/23/2018,Shadow Brook,519,,Male,Ripe,1
4/26/2018,Shadow Brook,519,1375,Male,Ripe,1
4/26/2018,Shadow Brook,519,1349,Male,Ripe,1
4/10/2019,Shadow Brook,519,,Male,Ripe,1
4/13/2019,Shadow Brook,519,,Male,Ripe,1
4/7/2009,Hayden Creek,520,1503,Male,Ripe,1
4/10/2009,Hayden Creek,520,,Male,Ripe,1
4/16/2009,Cripple Creek,520,,Male,Ripe,1
4/16/2009,Cripple Creek,520,,Male,Spent,1
4/17/2009,Shadow Brook,520,,Male,Ripe,1
4/17/2009,Shadow Brook,520,,Male,Ripe,1
4/16/2013,Hayden Creek,520,,Male,Ripe,1
4/16/2013,Shadow Brook,520,,Male,Ripe,1
4/17/2013,Hayden Creek,520,,Male,Ripe,1
4/17/2013,Shadow Brook,520,,Male,Ripe,1
4/17/2013,Shadow Brook,520,,Female,Ripe,1
4/10/2017,Shadow Brook,520,,Male,Ripe,1
4/10/2017,Shadow Brook,520,,Male,Ripe,1
4/23/2018,Shadow Brook,520,1238,Male,Ripe,1
4/24/2018,Shadow Brook,520,1106,Female,Ripe,1
4/26/2018,Shadow Brook,520,1387,Male,Ripe,1
4/7/2009,Hayden Creek,521,1474,Male,Hard,1
4/12/2009,Hayden Creek,521,,Male,Ripe,1
4/16/2009,Cripple Creek,521,,Male,Ripe,1
4/16/2013,Shadow Brook,521,,Male,Ripe,1
4/17/2013,Hayden Creek,521,,Male,Ripe,1
4/10/2017,Shadow Brook,521,,Male,Ripe,1
4/11/2017,Shadow Brook,521,,Male,Ripe,1
4/12/2017,Hayden Creek,521,,Male,Ripe,1
4/14/2017,Hayden Creek,521,,Male,Ripe,1
4/14/2017,Shadow Brook,521,,Male,Ripe,1
4/20/2017,Shadow Brook,521,,Male,Ripe,1
4/19/2018,Shadow Brook,521,1340,Male,Ripe,1
4/19/2018,Shadow Brook,521,1318,Male,Ripe,1
4/19/2018,Shadow Brook,521,1362,Male,Ripe,1
4/23/2018,Hayden Creek,521,,Female,Hard,1
4/23/2018,Shadow Brook,521,,Male,Ripe,1
4/26/2018,Shadow Brook,521,1399,Male,Ripe,1
4/26/2018,Shadow Brook,521,1429,Male,Ripe,1
4/30/2018,Shadow Brook,521,1281,Male,Ripe,1
4/11/2019,Shadow Brook,521,,Male,Ripe,1
4/11/2019,Shadow Brook,521,,Male,Ripe,1
4/11/2019,Shadow Brook,521,,Male,Ripe,1
4/16/2019,Shadow Brook,521,,Male,Ripe,1
4/17/2019,Shadow Brook,521,,Male,Ripe,1
